"","Temperature","RH","Precipitation","Wind Speed","FMC","DMC","DC","HAS_FIRE","Prob_fogo","HasFire_Predict"
"425",26.19659091,71.39015152,2.245059462,5.838030303,69.64781616,16.28008757,105.6577691,"not-burned",0.0730332761761491,"0"
"426",22.89128788,85.68181818,18.03623963,3.727727273,31.43760472,7.707873035,77.8740423,"not-burned",0.00749436958677931,"0"
"427",24.98674242,78.24242424,1.054259087,4.427992424,53.37528779,8.342053084,83.08834188,"not-burned",0.0549784861983878,"1"
"428",26.34242424,67.29924242,1.554534659,7.420606061,70.13050361,9.183827953,88.45931304,"not-burned",0.0962621234684247,"0"
"429",26.27159091,57.17424242,0,7.489318182,82.97250258,11.2075633,94.3921994,"not-burned",0.160974713018564,"1"
"430",25.90530303,62.99621212,0,5.322121212,85.19385072,12.93431114,100.2591539,"not-burned",0.108603924870915,"0"
"431",27.36931818,58.81060606,0,7.320113636,86.67659005,14.95985373,106.3896312,"not-burned",0.165297464920752,"0"
"432",28.12916667,53.70075758,0,8.401477273,87.85704162,17.29757283,112.6568812,"not-burned",0.235371792207912,"1"
"433",28.11704545,48.64015152,0,9.797348485,88.82577568,19.88924494,118.9219494,"not-burned",0.298059200645297,"0"
"434",27.83636364,51.65909091,0.004493493,9.956590909,88.89313505,22.30302057,125.1364949,"not-burned",0.253281758376991,"0"
"435",28.02159091,53.49621212,0.025677104,9.838787879,88.94212709,24.63945645,131.3843812,"not-burned",0.238881010666718,"0"
"436",27.48030303,51.15530303,0,10.40037879,88.99113531,27.04874365,137.5348358,"burned",0.254029749399391,"0"
"437",27.14659091,52.3030303,0.048251557,9.066022727,89.00526612,29.37367792,143.6252221,"burned",0.232601338513989,"1"
"438",26.74962121,54.39015152,0.000428,7.526098485,88.95666343,31.56653664,149.6441539,"burned",0.20252029790132,"0"
"439",27.57310606,51.42424242,0.008238071,9.27655303,89.02579421,33.96861608,155.811313,"not-burned",0.261174152736885,"1"
"440",26.59583333,52.53787879,0.353060177,10.04526515,88.44711843,36.23580984,161.802563,"not-burned",0.218800064001977,"0"
"441",26.91590909,55.28409091,0.091688658,9.408674242,88.61769314,38.39887705,167.8514267,"not-burned",0.203611432340312,"1"
"442",27.00909091,59.90530303,0.671349277,8.452386364,85.818469,39.97699758,173.917063,"not-burned",0.162173414755406,"0"
"443",27.00454545,64.46969697,1.367947705,6.024015152,80.86758507,39.92238377,179.6019412,"not-burned",0.128778822147329,"0"
"444",24.37159091,80.90151515,17.57308887,4.914924242,41.54830821,18.46653066,147.6058719,"not-burned",0.0128485248549606,"0"
"445",25.77272727,74.20075758,2.896163332,6.692083333,57.18858312,15.89222493,150.3396275,"not-burned",0.0705438699701104,"0"
"446",26.14734848,72.12121212,3.583025859,7.505757576,62.62914542,13.41385594,151.6236632,"not-burned",0.0729860019304683,"0"
"447",25.42424242,77.34848485,1.546831528,8.26594697,68.67918593,13.46741945,156.5296709,"not-burned",0.0526521966864608,"0"
"448",26.37727273,61.83333333,0.008345059,9.651477273,81.86995124,15.28099031,162.48158,"not-burned",0.141382093587575,"0"
"449",26.49772727,53.63636364,0,8.975378788,86.63688593,17.49194057,168.4551709,"burned",0.210434533359117,"1"
"450",26.92424242,53.67424242,0,7.375757576,87.6560263,19.73307497,174.5055345,"not-burned",0.220767948643624,"1"
"451",27.74204545,53.86742424,0.000749,6.240265152,87.94821694,22.03074478,180.7031027,"not-burned",0.242856833353614,"1"
"452",27.03522727,64.84469697,3.348187347,6.180643939,72.80149485,19.38053785,182.7607393,"not-burned",0.117098124173974,"1"
"453",24.59015152,82.24242424,11.76000655,4.532840909,42.44972851,10.63562355,163.0914026,"not-burned",0.0206896344585483,"0"
"454",22.54204545,92.03030303,43.53050105,5.435378788,16.56368892,4.275423606,77.6882441,"not-burned",0.00055700137407848,"0"
"455",23.31212121,87.54166667,13.77309149,5.505681818,23.63210381,2.12548035,59.06451912,"not-burned",0.0114827512804148,"0"
"456",23.96439394,84.00378788,3.27457965,5.859659091,37.8693054,1.554388156,61.84870443,"not-burned",0.0330932273152687,"0"
"457",24.40113636,81.93560606,2.496159497,6.509621212,49.37316099,1.439935196,66.24352257,"not-burned",0.0362183106847892,"0"
"458",23.62954545,79.56060606,3.59695932,8.03344697,52.89953436,1.403523358,67.61922377,"not-burned",0.032080786811969,"0"
"459",24.07878788,81.34090909,3.666799678,7.196818182,53.42480588,1.474250822,69.25039055,"not-burned",0.030368292907594,"0"
"460",24.67916667,77.15151515,0.583420289,8.334583333,69.58845734,2.425558976,74.89664055,"burned",0.0445770199705129,"0"
"461",26.02462121,68.93560606,0.375618086,10.20579545,80.69870722,3.78370042,80.78507236,"burned",0.0774607608362992,"1"
"462",26.31818182,67.77651515,0.138233246,8.411666667,84.13704666,5.207705145,86.72634509,"not-burned",0.0847909359435948,"0"
"463",25.8155303,64.94318182,0.042519388,8.748106061,85.37036796,6.727671522,92.57714055,"not-burned",0.0932478395373013,"1"
"464",25.20984848,62.32954545,0,9.205681818,85.95531315,8.324775053,98.31891327,"not-burned",0.100212546541821,"0"
"465",25.20719697,60.54166667,0.01266535,8.794659091,86.3534071,9.997392549,104.0602087,"not-burned",0.111434694361739,"0"
"466",25.33484848,58.0719697,9.05e-05,8.698863636,86.77386681,11.78274012,109.8244815,"not-burned",0.131107138935399,"0"
"467",25.9844697,62.18560606,0.196403387,7.31719697,86.82215918,13.43283721,115.705686,"not-burned",0.112967729608337,"1"
"468",26.70909091,62.03409091,0.0512042,5.912007576,86.8964609,15.13429041,121.7173224,"not-burned",0.12860409434506,"0"
"469",26.44583333,62.86363636,0.348478051,7.760833333,86.75027427,16.78261219,127.6815724,"not-burned",0.117060101094892,"0"
"470",26.01439394,64.35227273,0.169263352,10.08488636,86.79855885,18.34091299,133.5681633,"not-burned",0.103843554581397,"0"
"471",25.37045455,63.12121212,0.114711882,11.53992424,86.87936793,19.91414101,139.3388451,"not-burned",0.103322827911102,"1"
"472",25.4719697,64.84090909,0.165373281,9.330643939,86.92195428,21.41955433,145.1277996,"not-burned",0.095440680290482,"0"
"473",26.3344697,61.6969697,0.047675995,6.266893939,87.02285738,23.11221366,151.0720042,"not-burned",0.131104174857203,"0"
"474",26.54318182,60.13257576,0.096618525,5.702121212,87.09192124,24.88780492,157.0537769,"not-burned",0.147864945588392,"0"
