HAS_FIRE;Elevation;Slope;NDVI;Road;Hydrography;Pop_dens;Ocupations;LULC;year
1;782,3682567;2,29322315;0,3814298;8432,002295;425,5385558;0,48012501;2942,493454;12;2005
1;800,9249646;1,238106394;0,43065042;10373,36987;363,2552717;0,74542845;2506,913237;4;2005
1;810,8373035;0,807529465;0,239498272;8208,777668;1674,903461;0,672481;1820,583196;4;2005
1;709,6988477;13,12798299;0,365648588;6628,443753;828,0216599;2,220340014;2589,793181;4;2005
1;808,0402514;0,818061792;0,619366862;4450,351243;755,0883433;1,103440046;3557,229253;4;2005
1;708,5531312;1,622652552;0,576252364;473,2357762;164,5026277;0,802272975;364,1399462;4;2005
1;700,139667;1,961734652;0,3747;802,2953417;589,0069638;2,220340014;1006,63992;4;2005
1;698,7120518;1,838492495;0,493612559;1134,953766;500,5324302;0,802272975;1013,375604;4;2005
1;798,6243675;6,610950755;0,431644811;6609,42468;125,2258066;0,48012501;6460,45268;4;2005
1;695,9997945;2,045820338;0,361754181;2658,716555;394,3394643;2,507019997;428,1449813;4;2005
1;776,2580948;2,289621893;0,454785529;888,8640804;237,5781832;0,802272975;4354,228883;4;2005
1;762,3425253;2,167847928;0,61499577;1709,114601;420,850679;0,802272975;5445,49779;4;2005
1;785,5201005;2,040440179;0,436624175;972,3887446;2064,000957;1,103440046;6377,859799;4;2005
1;808,5574314;0,848557415;0,723931684;7127,911848;1149,136652;1,103440046;2693,151973;4;2005
1;798,8166904;2,00166549;0,360267256;4918,814958;456,7924018;0,802272975;8244,371945;4;2005
1;701,9942337;1,48684508;0,308422824;9047,441467;147,7589539;0,802272975;4983,798211;12;2005
1;742,5775302;1,890461464;0,420709882;10105,49243;701,8490753;0,48012501;1696,030665;4;2005
1;813,6018746;0,800538482;0,613216727;8599,840708;2083,453614;0,672481;4608,047667;4;2005
1;765,9041517;1,366587082;0,32144311;6148,077475;1978,640041;2,220340014;5039,18094;4;2005
1;817,2929146;0,843357435;0,502129812;455,0864677;963,9850859;0,802272975;3081,703287;4;2005
1;757,8072243;1,320962434;0,25015619;5489,85475;2750,170608;2,220340014;5617,75937;4;2005
1;765,805511;3,037704392;0,446233452;4563,12546;204,5221617;1,103440046;3950,625907;4;2005
1;730,4837154;1,473213259;0,538627145;310,3798186;170,9024019;0,802272975;6009,89364;4;2005
1;791,9484501;3,223685325;0,531484634;4344,862632;277,5483995;1,103440046;3754,344729;4;2005
1;607,4381358;2,327919989;0,427806925;8878,442828;1261,742951;2,220340014;1842,809202;4;2005
1;809,0260893;0,896569359;0,255527966;8417,940436;1350,713582;0,672481;1454,134475;4;2005
1;807,7611798;0,924374092;0,386118834;6495,753376;558,0666083;1,103440046;1496,628635;4;2005
1;804,234695;0,993142498;0,692574432;6102,418681;736,4241053;1,103440046;4225,090924;4;2005
1;796,6597643;4,080031568;0,387930469;7368,176882;483,269495;0,48012501;6413,406948;4;2005
1;820,3458864;0,749015537;0,64897462;4435,494721;1527,843359;0,32511868;6381,488811;4;2005
1;730,7241563;2,939677414;0,47389503;2294,255711;260,3355149;0,672481;2459,615417;4;2005
1;796,332052;1,093958624;0,481090157;9443,639969;310,2552999;1,101743357;1815,497847;4;2005
1;748,9056081;1,052091966;0,401567412;3253,759763;2487,268883;2,220340014;3762,831821;4;2005
1;817,4583101;0,732937403;0,36470409;1112,285334;1262,996606;1,103440046;2955,539577;12;2005
1;813,1525472;0,760665284;0,634294011;8819,830301;2055,125473;0,672481;4274,700329;4;2005
1;802,7552401;0,956177393;0,423553878;6442,436229;440,2412712;1,103440046;1552,272474;4;2005
1;708,6516405;1,511361171;0,458300706;8774,886838;238,8371376;0,802272975;5723,736213;4;2005
1;804,8813131;6,799466144;0,447882444;3748,561134;114,9582012;0,48012501;6344,703444;4;2005
1;776,8433248;1,301229472;0,244357597;6113,555626;1747,685273;2,220340014;4168,732416;4;2005
1;782,9108412;2,291174236;0,522851461;2147,389758;731,7125056;2,220340014;1768,591836;4;2005
1;741,2603593;2,35107143;0,384640351;5731,573881;659,3315038;2,507019997;3228,448838;12;2005
1;816,2314013;0,759230216;0,593730471;7862,73918;2952,132051;0,672481;5148,635554;4;2005
1;799,6157065;0,82219054;0,243364655;6587,89175;770,9806333;0,993223509;1654,414653;4;2005
1;801,8627687;0,92885515;0,357665146;4752,084538;1334,898104;2,220340014;3851,201499;4;2005
1;790,7399973;2,183185402;0,45032973;4092,853457;525,5640597;0,802272975;8346,773202;12;2005
1;730,1030597;1,927759984;0,26085;686,1861793;754,0482192;1,103440046;1122,991236;4;2005
1;739,8553822;1,709349379;0,540871292;4175,41918;250,5741186;0,802272975;1845,790906;4;2005
1;681,5151053;1,391609379;0,470764699;198,4532942;900,9936517;2,220340014;604,3626785;4;2005
1;754,4700725;2,098788696;0,475881316;720,0396874;271,425228;0,802272975;3371,050851;4;2005
1;800,5102247;0,861208105;0,268648403;6013,527826;1092,633901;1,103440046;2169,741269;4;2005
1;791,6823212;1,32674814;0,326081425;4344,226645;2523,677522;0,48012501;3450,319563;12;2005
1;729,8377351;1,705687139;0,431717925;6594,05665;235,5249182;2,507019997;2768,556726;4;2005
1;621,4883768;2,28781056;0,437633422;9245,556325;270,4175168;2,220340014;1093,804804;4;2005
1;689,8485423;2,013827165;0,647970366;828,8650391;219,8476136;0,48012501;1735,905959;4;2005
1;661,3575735;1,956484114;0,456977358;1758,372713;643,4715092;2,220340014;1736,650337;4;2005
1;812,6538483;0,749572521;0,267976415;8533,128237;2359,292362;0,672481;3091,616972;4;2005
