HAS_FIRE;Elevation;Slope;NDVI;Hydrography (m);Road (m);LULC;Pop. Density (hab/km²)
1;786,5789795;2,663840055;0,457244992;1591,280029;303,9979858;2;0,895577013
1;714,7700195;1,868549943;0,46023801;775,0460205;644,8770142;4;1,103440046
1;711,0960083;3,17098999;0,409453988;2738,850098;85,9835968;4;0,895577013
1;729,03302;1,439100027;0,503208995;3778,02002;42,9917984;5;0,895577013
1;745,8309937;5,513010025;0,550561011;5441,140137;327,4159851;4;0,895577013
1;684,0219727;2,981920004;0,55467701;1519,380005;261,5090027;4;0,672481
1;695,9810181;3,134429932;0,574259996;1399,709961;67,97599792;5;0,895577013
1;709,2479858;2,034029961;0,565253973;1115,300049;969,4630127;4;0,672481
1;807,315979;0,611144006;0,520623982;1249,719971;2519,330078;2;0,895577013
1;677,0139771;1,913419962;0,456564993;3875,22998;280,2720032;4;1,103440046
1;708,276001;3,565089941;0,472801;5750,790039;323,1539917;4;1,103440046
1;678,5819702;3,936959982;0,391728997;2495,189941;135,9519958;4;1,103440046
1;696,7189941;2,253679991;0,498975009;1854,390015;346,6109924;4;0,895577013
1;736,8649902;11,23810005;0,58990401;2664,969971;811,1680298;3;1,103440046
1;707,8109741;2,15237999;0,458965003;1588,079956;683,1500244;4;0,895577013
1;730,0479736;1,990239978;0,502304971;638,3959961;1350,310059;4;1,103440046
1;718,0449829;0,802564979;0,557618976;30,39979935;1529,98999;4;0,672481
1;692,3560181;0,851655006;0,529981971;435,2590027;997,1870117;4;0,672481
1;688,1380005;4,18874979;0,479184002;750,8189697;245,0910034;4;0,895577013
1;801,5390015;0,732469022;0,442194998;1581,079956;1772,599976;2;0,895577013
1;735,6069946;3,161920071;0,500075996;237,4299927;2095,820068;4;1,103440046
1;743,526001;2,563430071;0,475973994;212,798996;1509,310059;4;0,895577013
1;683,9000244;1,913589954;0,493234009;5166,180176;775,0460205;4;1,103440046
1;723,6710205;3,390650034;0,498129994;3529,52002;367,321991;4;0,895577013
1;679,5089722;1,355360031;0,530939996;4139,839844;750,8189697;4;1,103440046
