"","Temperature","RH","Precipitation","Wind Speed","FMC","DMC","DC","HAS_FIRE","Prob_fogo","HasFire_Predict"
"640",26.11042,55.10417,0.4229625,9.48974,88.34040825,319.9352957,1094.780077,"not-burned",0.296478653699142,"0"
"641",28.3724,46.20833,0.004954979,11.00135,89.40030215,322.760251,1101.091108,"burned",0.538026132471467,"0"
"642",26.91563,49.90104,0.1285542,10.15745,89.44946164,325.264407,1107.139921,"not-burned",0.401413102406286,"0"
"643",27.56094,48.55729,0.03619888,11.10516,89.49863735,327.8924509,1113.304889,"not-burned",0.46790507302748,"1"
"644",27.51823,41.69271,0,15.22333,90.12213976,330.8652421,1119.462171,"not-burned",0.55773746434476,"0"
"645",26.95729,42.61979,0,13.12365,90.17153756,333.7336802,1125.518483,"not-burned",0.495548600297671,"0"
"646",26.48177,40.39062,0,11.37208,90.43006763,336.6644721,1131.489202,"burned",0.466452821407808,"0"
"647",26.64219,38.27083,0,11.21339,90.71893616,339.7199338,1137.488796,"not-burned",0.493338473121802,"0"
"648",27.11146,39.95833,0,11.11641,90.79541746,342.7399928,1143.572858,"not-burned",0.512060497677058,"0"
"649",27.00104,36.32292,0,12.1276,91.06233489,345.9293892,1149.637046,"not-burned",0.542879634348847,"0"
"650",26.30729,33.54167,0,11.34698,91.44226698,349.1750427,1155.576358,"not-burned",0.511914286332233,"0"
"651",26.8625,34.20312,0,10.57958,91.51859713,352.4531006,1161.615608,"not-burned",0.538117895325134,"0"
"652",27.40729,37.94792,0,11.46557,91.56845597,355.604934,1167.752921,"not-burned",0.554518944602635,"0"
"653",27.88698,38.45312,0,9.68526,91.61833128,358.7850232,1173.976577,"not-burned",0.567830484341396,"0"
"654",29.24531,34.41146,0,7.987031,91.80578251,362.3322917,1180.444733,"not-burned",0.669765863252145,"0"
"655",29.56094,37.04688,0,16.23911,91.85573616,365.7703843,1186.969702,"not-burned",0.733001046749702,"0"
"656",27.42031,36.26042,0,15.18812,91.76439061,369.0056563,1193.109358,"not-burned",0.604763025523755,"0"
"657",26.03698,39.92188,0,14.29406,91.69641642,371.909284,1199.000014,"burned",0.478046524884259,"0"
"658",26.39427,43.77604,0.001101107,11.81448,91.19620079,374.6646749,1204.954983,"not-burned",0.451287533005933,"0"
"659",28.20885,39.59375,0,11.28948,91.24595319,377.8201285,1211.236577,"not-burned",0.60074458932461,"0"
"660",29.69063,34.15625,0,12.92995,91.88476308,381.4323864,1217.784889,"not-burned",0.738616155402271,"0"
"661",30.13698,34.5625,0,14.38161,91.97874893,385.0735932,1224.413546,"not-burned",0.768924316938644,"0"
"662",29.49063,33.94792,0,9.299687,92.06523184,388.6724974,1230.925858,"not-burned",0.704668394382523,"0"
"663",28.21354,36.10938,0,13.05792,92.11527115,392.0090637,1237.208296,"burned",0.645150567498637,"0"
"664",27.73333,38.81771,0,12.09969,92.14075163,395.1520531,1243.404296,"not-burned",0.58776321563356,"0"
"665",28.41875,41.04688,0.000275,11.25687,91.98597595,398.2520286,1249.723671,"not-burned",0.609315962126251,"0"
"666",29.84948,38.36979,0.01252509,10.33214,92.0359891,401.6495843,1256.300577,"not-burned",0.707200202869434,"0"
"667",29.21563,40.46875,0.09263059,7.697031,91.78525351,404.8644702,1262.763389,"not-burned",0.632499047740004,"0"
"668",28.37552,50.79688,1.272053,5.638906,85.71956903,302.6958992,1263.301594,"not-burned",0.500510979227949,"0"
"669",25.23073,70.375,4.872396,7.805677,64.80875441,97.01679928,1169.693551,"burned",0.164212520930668,"0"
"670",26.47969,63.22396,1.918816,7.89224,74.54938227,90.62501573,1159.965665,"not-burned",0.363378731918849,"0"
"671",24.58854,76.05208,20.73632,5.229583,43.91707748,41.00982931,800.9632988,"not-burned",0.00435628865180053,"1"
"672",24.47344,72.35938,0.9081591,10.12036,67.2075713,41.32578333,806.5725175,"not-burned",0.148190548124081,"0"
"673",26.08333,57.89583,0.01557575,12.51818,82.94067559,43.47479102,812.4715175,"not-burned",0.349741722868338,"0"
"674",27.04167,57.58854,0.02522341,12.27958,86.49962906,45.71354349,818.5430175,"not-burned",0.411841395821795,"0"
"675",26.30521,61.52604,4.528823,8.043021,74.11367699,36.31711997,788.2104396,"not-burned",0.162130141121225,"0"
"676",26.19167,73.58854,5.842649,4.068802,59.68239263,26.13010651,749.7509882,"not-burned",0.0779565215761144,"0"
"677",23.31406,84.22396,25.25886,9.91974,38.97357322,13.16137599,584.1711506,"not-burned",0.000888566705225435,"0"
"678",22.39948,78.96875,6.184618,11.52401,45.27090139,8.194341155,555.5771051,"not-burned",0.0215764133864762,"0"
"679",22.9224,82.28125,6.754528,9.117865,42.02677347,5.086000783,526.9299072,"not-burned",0.0177487312191539,"0"
"680",24.13229,74.86458,2.086569,7.602448,58.51029009,5.006016378,526.7453894,"not-burned",0.0624684846592723,"1"
"681",23.00104,83.97917,7.964787,5.076719,42.57623706,3.250003081,489.4253983,"not-burned",0.0112826749410933,"0"
"682",24.11771,82.4375,11.06308,7.7625,38.08280479,1.891518084,442.9935951,"not-burned",0.00940130947142623,"0"
"683",25.77344,76.20312,6.308294,4.716458,46.64677309,1.953198008,425.8050854,"not-burned",0.0340287472568915,"0"
"684",24.91823,77.83333,4.330407,8.404063,53.90223902,2.079143836,420.3419509,"not-burned",0.0404605882491777,"0"
"685",23.98281,75.94792,7.917943,10.51635,50.60560894,1.654950583,397.2677188,"not-burned",0.0189098844827409,"0"
"686",25.00781,66.28646,0.09078104,8.588385,74.39813242,3.308513138,402.973125,"not-burned",0.110351062204339,"0"
"687",25.56875,66.90625,1.089721,7.38776,78.43970018,4.758229504,407.2181557,"not-burned",0.102895353356199,"0"
"688",25.66823,70.95833,3.107129,5.133802,70.03457636,5.113970891,405.2204133,"not-burned",0.0630993649425882,"0"
"689",23.72969,83.82812,17.32302,4.810781,36.83791594,2.722922612,344.4617157,"not-burned",0.00202378592492404,"0"
"690",25.47604,77.33333,1.843983,4.258698,54.3217894,3.170073226,347.1506861,"burned",0.0531388421081948,"0"
